config_id,run_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,seed,source,status,objective_metric_name,primary_metric_name,train_primary,train_accuracy,val_primary,val_accuracy,test_primary,test_accuracy,n_epochs,expected_epochs,early_stopped,expected_early_stopping,artifact_train_eval_summary,artifact_probe_eval_dir,source_csv_path,source_csv_line_number,source_excel_workbook,source_excel_sheet,source_excel_range,notes
mvp__same_l__jepa_v2__vitl_256__mlp__layer_6,mvp__same_l__jepa_v2__vitl_256__mlp__layer_6__seed_42,MVP,mvp,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,6,6,42,source_csv,complete,pair_consistency,pair_consistency,94.873524,97.436762,58.038423,75.581395,56.016178,74.620829,,2000,,false,,,results/verified_layerwise_probe_configs.csv,354,mvp_primary_db.xlsx,V-JEPA 2,A7:K7,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2__vitl_256__mlp__layer_12,mvp__same_l__jepa_v2__vitl_256__mlp__layer_12__seed_42,MVP,mvp,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,12,12,42,source_csv,complete,pair_consistency,pair_consistency,99.561551,99.780776,70.070779,83.265925,68.250758,82.305359,,2000,,false,,,results/verified_layerwise_probe_configs.csv,355,mvp_primary_db.xlsx,V-JEPA 2,A8:K8,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2__vitl_256__mlp__layer_18,mvp__same_l__jepa_v2__vitl_256__mlp__layer_18__seed_42,MVP,mvp,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,18,18,42,source_csv,complete,pair_consistency,pair_consistency,99.595278,99.797639,84.934277,91.860465,85.338726,92.113246,,2000,,false,,,results/verified_layerwise_probe_configs.csv,356,mvp_primary_db.xlsx,V-JEPA 2,A9:K9,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2__vitl_256__mlp__layer_24,mvp__same_l__jepa_v2__vitl_256__mlp__layer_24__seed_42,MVP,mvp,same_L,V-JEPA 2,ViT-L/16,MLP,mlp,24,24,42,source_csv,complete,pair_consistency,pair_consistency,100,100,89.180991,94.084934,86.956522,92.770475,,2000,,false,,,results/verified_layerwise_probe_configs.csv,357,mvp_primary_db.xlsx,V-JEPA 2,A10:K10,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__linear__layer_6,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_6__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,6,6,42,source_csv,complete,pair_consistency,pair_consistency,48.937605,70.893761,42.669363,65.62184,41.456016,66.228514,,2000,,false,,,results/verified_layerwise_probe_configs.csv,386,mvp_primary_db.xlsx,V-JEPA 2.1,N3:X3,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__linear__layer_12,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_12__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,12,12,42,source_csv,complete,pair_consistency,pair_consistency,51.129848,72.664418,42.467139,65.722952,39.635996,65.318504,,2000,,false,,,results/verified_layerwise_probe_configs.csv,387,mvp_primary_db.xlsx,V-JEPA 2.1,N4:X4,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__linear__layer_18,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_18__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,18,18,42,source_csv,complete,pair_consistency,pair_consistency,51.602024,72.360877,47.421638,68.655207,44.084934,66.885743,,2000,,false,,,results/verified_layerwise_probe_configs.csv,388,mvp_primary_db.xlsx,V-JEPA 2.1,N5:X5,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__linear__layer_24,mvp__same_l__jepa_v2_1__vitl_384__linear__layer_24__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,Linear,linear,24,24,42,source_csv,complete,pair_consistency,pair_consistency,52.647555,72.833052,47.320526,69.059656,43.983822,67.44186,,2000,,false,,,results/verified_layerwise_probe_configs.csv,389,mvp_primary_db.xlsx,V-JEPA 2.1,N6:X6,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_6,mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_6__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,6,6,42,source_csv,complete,pair_consistency,pair_consistency,93.929174,96.947723,64.509606,79.676441,60.262892,77.249747,,2000,,false,,,results/verified_layerwise_probe_configs.csv,390,mvp_primary_db.xlsx,V-JEPA 2.1,N7:X7,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_12,mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_12__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,12,12,42,source_csv,complete,pair_consistency,pair_consistency,95.143339,97.554806,68.857432,82.103134,66.53185,80.839232,,2000,,false,,,results/verified_layerwise_probe_configs.csv,391,mvp_primary_db.xlsx,V-JEPA 2.1,N8:X8,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_18,mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_18__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,18,18,42,source_csv,complete,pair_consistency,pair_consistency,94.772344,97.369309,71.48635,84.277048,72.093023,84.175935,,2000,,false,,,results/verified_layerwise_probe_configs.csv,392,mvp_primary_db.xlsx,V-JEPA 2.1,N9:X9,seed 42 read from source CSV metrics
mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_24,mvp__same_l__jepa_v2_1__vitl_384__mlp__layer_24__seed_42,MVP,mvp,same_L,V-JEPA 2.1,ViT-L/16,MLP,mlp,24,24,42,source_csv,complete,pair_consistency,pair_consistency,97.268128,98.634064,73.710819,84.883721,71.081901,83.670374,,2000,,false,,,results/verified_layerwise_probe_configs.csv,393,mvp_primary_db.xlsx,V-JEPA 2.1,N10:X10,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__linear__layer_6,mvp__same_l__videomae__vit_large_16_224__linear__layer_6__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,Linear,linear,6,6,42,source_csv,complete,pair_consistency,pair_consistency,41.011804,67.453626,35.389282,63.245703,32.254803,60.970677,,2000,,false,,,results/verified_layerwise_probe_configs.csv,422,mvp_primary_db.xlsx,VideoMAE,A3:K3,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__linear__layer_12,mvp__same_l__videomae__vit_large_16_224__linear__layer_12__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,Linear,linear,12,12,42,source_csv,complete,pair_consistency,pair_consistency,45.699831,70.033727,37.310415,63.953488,36.602629,63.751264,,2000,,false,,,results/verified_layerwise_probe_configs.csv,423,mvp_primary_db.xlsx,VideoMAE,A4:K4,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__linear__layer_18,mvp__same_l__videomae__vit_large_16_224__linear__layer_18__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,Linear,linear,18,18,42,source_csv,complete,pair_consistency,pair_consistency,48.735245,71.517707,39.83822,65.318504,38.92821,64.661274,,2000,,false,,,results/verified_layerwise_probe_configs.csv,424,mvp_primary_db.xlsx,VideoMAE,A5:K5,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__linear__layer_24,mvp__same_l__videomae__vit_large_16_224__linear__layer_24__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,Linear,linear,24,24,42,source_csv,complete,pair_consistency,pair_consistency,49.241147,70.961214,41.354904,65.925177,40.849343,66.127401,,2000,,false,,,results/verified_layerwise_probe_configs.csv,425,mvp_primary_db.xlsx,VideoMAE,A6:K6,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__mlp__layer_6,mvp__same_l__videomae__vit_large_16_224__mlp__layer_6__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,MLP,mlp,6,6,42,source_csv,complete,pair_consistency,pair_consistency,81.214165,90.573356,51.870576,73.356926,52.47725,73.30637,,2000,,false,,,results/verified_layerwise_probe_configs.csv,426,mvp_primary_db.xlsx,VideoMAE,A7:K7,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__mlp__layer_12,mvp__same_l__videomae__vit_large_16_224__mlp__layer_12__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,MLP,mlp,12,12,42,source_csv,complete,pair_consistency,pair_consistency,88.634064,94.232715,58.645096,76.390293,55.20728,74.87361,,2000,,false,,,results/verified_layerwise_probe_configs.csv,427,mvp_primary_db.xlsx,VideoMAE,A8:K8,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__mlp__layer_18,mvp__same_l__videomae__vit_large_16_224__mlp__layer_18__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,MLP,mlp,18,18,42,source_csv,complete,pair_consistency,pair_consistency,91.500843,95.716695,66.734075,81.850354,62.588473,79.221436,,2000,,false,,,results/verified_layerwise_probe_configs.csv,428,mvp_primary_db.xlsx,VideoMAE,A9:K9,seed 42 read from source CSV metrics
mvp__same_l__videomae__vit_large_16_224__mlp__layer_24,mvp__same_l__videomae__vit_large_16_224__mlp__layer_24__seed_42,MVP,mvp,same_L,VideoMAE,ViT-L/16,MLP,mlp,24,24,42,source_csv,complete,pair_consistency,pair_consistency,92.310287,96.13828,67.745197,82.153691,63.296259,79.575329,,2000,,false,,,results/verified_layerwise_probe_configs.csv,429,mvp_primary_db.xlsx,VideoMAE,A10:K10,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_6,mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_6__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,6,6,42,source_csv,complete,pair_consistency,pair_consistency,38.853288,65.969646,34.782609,62.082912,34.074823,62.639029,,2000,,false,,,results/verified_layerwise_probe_configs.csv,458,mvp_primary_db.xlsx,VideoMAE-v2,N3:X3,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_12,mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_12__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,12,12,42,source_csv,complete,pair_consistency,pair_consistency,45.49747,69.629005,39.83822,65.722952,36.905966,63.599596,,2000,,false,,,results/verified_layerwise_probe_configs.csv,459,mvp_primary_db.xlsx,VideoMAE-v2,N4:X4,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_18,mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_18__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,18,18,42,source_csv,complete,pair_consistency,pair_consistency,50.893761,72.445194,44.186047,68.301314,40.141557,65.419616,,2000,,false,,,results/verified_layerwise_probe_configs.csv,460,mvp_primary_db.xlsx,VideoMAE-v2,N5:X5,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_24,mvp__same_l__videomae_v2__vit_large_16_224__linear__layer_24__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,Linear,linear,24,24,42,source_csv,complete,pair_consistency,pair_consistency,46.947723,70.505902,37.411527,64.307381,34.681496,62.588473,,1000,,false,,,results/verified_layerwise_probe_configs.csv,461,mvp_primary_db.xlsx,VideoMAE-v2,N6:X6,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_6,mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_6__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,6,6,42,source_csv,complete,pair_consistency,pair_consistency,71.669477,85.615514,50.252781,72.548028,49.140546,71.890799,,2000,,false,,,results/verified_layerwise_probe_configs.csv,462,mvp_primary_db.xlsx,VideoMAE-v2,N7:X7,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_12,mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_12__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,12,12,42,source_csv,complete,pair_consistency,pair_consistency,92.849916,96.391231,68.351871,82.204247,65.217391,80.485339,,2000,,false,,,results/verified_layerwise_probe_configs.csv,463,mvp_primary_db.xlsx,VideoMAE-v2,N8:X8,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_18,mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_18__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,18,18,42,source_csv,complete,pair_consistency,pair_consistency,99.25801,99.629005,73.609707,84.833165,68.857432,82.608696,,2000,,false,,,results/verified_layerwise_probe_configs.csv,464,mvp_primary_db.xlsx,VideoMAE-v2,N9:X9,seed 42 read from source CSV metrics
mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_24,mvp__same_l__videomae_v2__vit_large_16_224__mlp__layer_24__seed_42,MVP,mvp,same_L,VideoMAE-v2,ViT-L/16,MLP,mlp,24,24,42,source_csv,complete,pair_consistency,pair_consistency,99.932546,99.966273,62.082912,79.42366,57.532861,75.834176,,2000,,false,,,results/verified_layerwise_probe_configs.csv,465,mvp_primary_db.xlsx,VideoMAE-v2,N10:X10,seed 42 read from source CSV metrics
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,6,6,101,artifact,complete,voe_accuracy,voe_accuracy,43.046358,58.609272,23.529412,56.862745,25.490196,54.901961,1000,1000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6/seed_101/layer_6/eval,results/verified_layerwise_probe_configs.csv,2,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,6,6,102,artifact,complete,voe_accuracy,voe_accuracy,45.033113,64.238411,25.490196,56.862745,27.45098,52.941176,1000,1000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_6/seed_102/layer_6/eval,results/verified_layerwise_probe_configs.csv,2,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,12,12,101,artifact,complete,voe_accuracy,voe_accuracy,50.993377,69.205298,39.215686,61.764706,31.372549,52.941176,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12/seed_101/layer_12/eval,results/verified_layerwise_probe_configs.csv,3,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,12,12,102,artifact,complete,voe_accuracy,voe_accuracy,48.344371,72.516556,39.215686,60.784314,33.333333,51.470588,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_12/seed_102/layer_12/eval,results/verified_layerwise_probe_configs.csv,3,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,18,18,101,artifact,complete,voe_accuracy,voe_accuracy,39.735099,54.304636,31.372549,55.392157,35.294118,53.921569,20,20,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18/seed_101/layer_18/eval,results/verified_layerwise_probe_configs.csv,4,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,18,18,102,artifact,complete,voe_accuracy,voe_accuracy,43.708609,55.960265,33.333333,54.901961,33.333333,55.392157,20,20,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_18/seed_102/layer_18/eval,results/verified_layerwise_probe_configs.csv,4,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,24,24,101,artifact,complete,voe_accuracy,voe_accuracy,45.033113,55.13245,33.333333,57.843137,43.137255,53.921569,500,500,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24/seed_101/layer_24/eval,results/verified_layerwise_probe_configs.csv,5,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24,intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,Linear,linear,24,24,102,artifact,complete,voe_accuracy,voe_accuracy,45.695364,57.284768,27.45098,56.372549,54.901961,54.901961,500,500,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__linear__layer_24/seed_102/layer_24/eval,results/verified_layerwise_probe_configs.csv,5,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,6,6,101,artifact,complete,voe_accuracy,voe_accuracy,36.423841,52.649007,13.72549,54.901961,25.490196,52.941176,50,50,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6/seed_101/layer_6/eval,results/verified_layerwise_probe_configs.csv,6,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,6,6,102,artifact,complete,voe_accuracy,voe_accuracy,29.801325,53.145695,11.764706,52.941176,23.529412,53.431373,50,50,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6/seed_102/layer_6/eval,results/verified_layerwise_probe_configs.csv,6,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,12,12,101,artifact,complete,voe_accuracy,voe_accuracy,100,99.834437,39.215686,63.72549,31.372549,58.333333,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12/seed_101/layer_12/eval,results/verified_layerwise_probe_configs.csv,7,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,12,12,102,artifact,complete,voe_accuracy,voe_accuracy,70.860927,79.139073,49.019608,63.72549,33.333333,59.313725,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12/seed_102/layer_12/eval,results/verified_layerwise_probe_configs.csv,7,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,18,18,101,artifact,complete,voe_accuracy,voe_accuracy,96.02649,89.735099,49.019608,65.686275,52.941176,64.215686,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18/seed_101/layer_18/eval,results/verified_layerwise_probe_configs.csv,8,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,18,18,102,artifact,complete,voe_accuracy,voe_accuracy,84.10596,91.887417,50.980392,66.666667,50.980392,64.705882,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18/seed_102/layer_18/eval,results/verified_layerwise_probe_configs.csv,8,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24__seed_101,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,24,24,101,artifact,complete,voe_accuracy,voe_accuracy,49.006623,56.788079,33.333333,56.862745,39.215686,54.901961,20,20,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24/seed_101/layer_24/eval,results/verified_layerwise_probe_configs.csv,9,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24__seed_102,IntPhys2,intphys2,same_L,V-JEPA,ViT-L/16,MLP,mlp,24,24,102,artifact,complete,voe_accuracy,voe_accuracy,53.642384,58.443709,35.294118,56.372549,45.098039,54.411765,20,20,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24/seed_102/layer_24/eval,results/verified_layerwise_probe_configs.csv,9,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v2__vitl_256__linear__layer_6,intphys2__same_l__jepa_v2__vitl_256__linear__layer_6__seed_101,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,6,6,101,artifact,complete,voe_accuracy,voe_accuracy,25.165563,50.827815,13.72549,50.980392,11.764706,50.490196,50,50,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_6/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_6/seed_101/layer_6/eval,results/verified_layerwise_probe_configs.csv,26,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v2__vitl_256__linear__layer_6,intphys2__same_l__jepa_v2__vitl_256__linear__layer_6__seed_102,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,6,6,102,artifact,complete,voe_accuracy,voe_accuracy,33.112583,50.993377,11.764706,51.470588,25.490196,51.470588,50,50,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_6/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_6/seed_102/layer_6/eval,results/verified_layerwise_probe_configs.csv,26,,,,artifact metrics read from train_eval_summary.json
intphys2__same_l__jepa_v2__vitl_256__linear__layer_12,intphys2__same_l__jepa_v2__vitl_256__linear__layer_12__seed_101,IntPhys2,intphys2,same_L,V-JEPA 2,ViT-L/16,Linear,linear,12,12,101,artifact,complete,voe_accuracy,voe_accuracy,86.092715,79.304636,27.45098,59.313725,35.294118,53.921569,2000,2000,false,false,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_12/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_same_l_v1/intphys2__same_l__jepa_v2__vitl_256__linear__layer_12/seed_101/layer_12/eval,results/verified_layerwise_probe_configs.csv,27,,,,artifact metrics read from train_eval_summary.json
