dataset,experiment,model_label,backbone,probe,layer_key,n_seeds,seeds,seed_source,test_primary_mean,test_primary_std,test_accuracy_mean,test_accuracy_std,val_primary_mean,val_primary_std,val_accuracy_mean,val_accuracy_std
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.6_block_48,3,"42,101,102",ready_manifest,16.33986928104574,8.16339607633778,50.490196078431374,2.2463606347822758,21.568627450980387,3.3961780540566284,53.59477124183007,2.418079834468747
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.7_block_12,3,"42,101,102",ready_manifest,27.45098039215685,5.187747668754082,51.79738562091502,0.7487868782607849,16.339869281045747,4.081698038168887,50.6535947712418,0.2830148378380734
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.7_block_24,3,"42,101,102",ready_manifest,30.718954248366,1.132059351352193,54.08496732026143,0.7487868782607415,16.339869281045747,2.264118702704411,57.18954248366012,0.7487868782607834
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.7_block_36,3,"42,101,102",ready_manifest,29.41176470588234,1.9607843137254672,56.37254901960784,3.5348541916313603,27.450980392156854,6.79235610811323,53.92156862745097,0.8490445135141381
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.7_block_48,3,"42,101,102",ready_manifest,18.95424836601307,4.081698038168889,52.941176470588225,2.2463606347822975,14.379084967320232,7.92441545946541,54.411764705882334,0.9803921568627487
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.8_block_12,3,"42,101,102",ready_manifest,19.60784313725488,7.069708383262695,49.34640522875817,0.7487868782607578,12.418300653594768,4.528237405408822,50.81699346405226,0.5660296756761263
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.8_block_24,3,"42,101,102",ready_manifest,21.56862745098037,3.9215686274509434,51.633986928104555,1.0204245095422013,13.725490196078427,6.792356108113241,51.96078431372547,0.4901960784313424
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.8_block_36,3,"42,101,102",ready_manifest,19.6078431372549,1.9607843137254974,51.633986928104555,1.8558524005883092,20.915032679738538,11.489147602122173,55.22875816993463,1.497573756521518
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.8_block_48,3,"42,101,102",ready_manifest,14.379084967320262,4.081698038168889,49.183006535947705,2.467266155317235,15.686274509803917,3.396178054056619,52.77777777777776,1.497573756521487
intphys2,ltx,LTX-13B,LTX-13B,linear,label:noise_0.9_block_12,3,"42,101,102",ready_manifest,22.222222222222193,4.081698038168873,50.98039215686274,0.8490445135141628,13.725490196078418,1.9607843137255108,52.12418300653595,1.2336330776586195
