dataset,experiment,model_label,backbone,probe,layer_key,layer,layer_label,config_id,manifest_seeds,expected_seeds,loaded_n_seeds,loaded_seeds,missing_loaded_seeds,loaded_seed_source,test_primary_mean,test_primary_std,status,manifest
intphys2,same_L,V-JEPA 2,ViT-L/16,linear,id:6,6,6,intphys2__same_l__jepa_v2__vitl_256__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,21.568627,8.54686,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,linear,id:12,12,12,intphys2__backbone_sweep__jepa_v2_1__vitb_384__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,38.562091,1.132059,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,linear,id:3,3,3,intphys2__backbone_sweep__jepa_v2_1__vitb_384__linear__layer_3,"101,102","42,101,102",3,"42,101,102",,original,16.993464,5.990295,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,linear,id:6,6,6,intphys2__backbone_sweep__jepa_v2_1__vitb_384__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,29.411765,0.0,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,linear,id:9,9,9,intphys2__backbone_sweep__jepa_v2_1__vitb_384__linear__layer_9,"101,102","42,101,102",3,"42,101,102",,original,24.836601,8.841666,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,linear,id:10,10,10,intphys2__backbone_sweep__jepa_v2_1__vitg_384__linear__layer_10,"101,102","42,101,102",3,"42,101,102",,original,23.529412,1.960785,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,linear,id:20,20,20,intphys2__backbone_sweep__jepa_v2_1__vitg_384__linear__layer_20,"101,102","42,101,102",3,"42,101,102",,original,30.718954,2.264118,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,linear,id:30,30,30,intphys2__backbone_sweep__jepa_v2_1__vitg_384__linear__layer_30,"101,102","42,101,102",3,"42,101,102",,original,30.065359,2.995147,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,linear,id:40,40,40,intphys2__backbone_sweep__jepa_v2_1__vitg_384__linear__layer_40,"101,102","42,101,102",3,"42,101,102",,original,47.058824,1.960785,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,linear,id:12,12,Layer 0.25,intphys2__jepa_v2_1__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,24.183007,1.132059,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,linear,id:24,24,Layer 0.5,intphys2__jepa_v2_1__linear__layer_24,"101,102","42,101,102",3,"42,101,102",,original,20.261438,2.995148,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,linear,id:38,38,Layer 0.75,intphys2__jepa_v2_1__linear__layer_38,"101,102","42,101,102",3,"42,101,102",,original,24.183007,1.132059,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,linear,id:48,48,Final layer,intphys2__jepa_v2_1__linear__layer_48,"101,102","42,101,102",3,"42,101,102",,original,36.601307,2.264118,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,linear,id:12,12,12,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,25.490196,0.0,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,linear,id:18,18,18,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_18,"101,102","42,101,102",3,"42,101,102",,original,44.444444,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,linear,id:24,24,24,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_24,"101,102","42,101,102",3,"42,101,102",,original,26.797385,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,linear,id:6,6,6,intphys2__same_l__jepa_v2_1__vitl_384__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,22.875817,4.934532,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,linear,id:16,16,Layer 0.5,intphys2__videomae__linear__layer_16,"101,102","42,101,102",3,"42,101,102",,original,30.06536,4.934533,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,linear,id:24,24,Layer 0.75,intphys2__videomae__linear__layer_24,"101,102","42,101,102",3,"42,101,102",,original,31.372549,3.396178,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,linear,id:32,32,Final layer,intphys2__videomae__linear__layer_32,"101,102","42,101,102",3,"42,101,102",,original,28.75817,4.528237,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,linear,id:8,8,Layer 0.25,intphys2__videomae__linear__layer_8,"101,102","42,101,102",3,"42,101,102",,original,16.339869,4.528237,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,linear,id:12,12,12,intphys2__same_l__videomae__vit_large_16_224__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,16.993464,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,linear,id:18,18,18,intphys2__same_l__videomae__vit_large_16_224__linear__layer_18,"101,102","42,101,102",3,"42,101,102",,original,35.947712,9.266305,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,linear,id:24,24,24,intphys2__same_l__videomae__vit_large_16_224__linear__layer_24,"101,102","42,101,102",3,"42,101,102",,original,36.601307,2.264118,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,linear,id:6,6,6,intphys2__same_l__videomae__vit_large_16_224__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,15.686275,1.960785,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,linear,id:12,12,12,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,27.45098,1.960785,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,linear,id:3,3,3,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__linear__layer_3,"101,102","42,101,102",3,"42,101,102",,original,12.418301,10.799158,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,linear,id:6,6,6,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,28.104575,5.990295,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,linear,id:9,9,9,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__linear__layer_9,"101,102","42,101,102",3,"42,101,102",,original,39.869281,2.995148,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,linear,id:10,10,Layer 0.25,intphys2__videomae_v2__linear__layer_10,"101,102","42,101,102",3,"42,101,102",,original,30.718954,4.528237,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,linear,id:20,20,Layer 0.5,intphys2__videomae_v2__linear__layer_20,"101,102","42,101,102",3,"42,101,102",,original,37.254902,0.0,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,linear,id:30,30,Layer 0.75,intphys2__videomae_v2__linear__layer_30,"101,102","42,101,102",3,"42,101,102",,original,42.48366,1.132059,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,linear,id:40,40,Final layer,intphys2__videomae_v2__linear__layer_40,"101,102","42,101,102",3,"42,101,102",,original,50.980392,3.921569,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,linear,id:12,12,12,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_12,"101,102","42,101,102",3,"42,101,102",,original,42.48366,5.990295,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,linear,id:18,18,18,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_18,"101,102","42,101,102",3,"42,101,102",,original,32.026144,2.995148,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,linear,id:24,24,24,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_24,"101,102","42,101,102",3,"42,101,102",,original,28.75817,4.934532,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,linear,id:6,6,6,intphys2__same_l__videomae_v2__vit_large_16_224__linear__layer_6,"101,102","42,101,102",3,"42,101,102",,original,15.686275,1.960785,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:1,1,noise_1.0_block_12,intphys2__ltx_video__mlp__slot_1,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:10,10,noise_0.8_block_24,intphys2__ltx_video__mlp__slot_10,"101,102","42,101,102",3,"42,101,102",,ready_manifest,12.41830065359476,4.0816980381688825,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:11,11,noise_0.8_block_36,intphys2__ltx_video__mlp__slot_11,"101,102","42,101,102",3,"42,101,102",,ready_manifest,20.26143790849673,1.1320593513522086,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:12,12,noise_0.8_block_48,intphys2__ltx_video__mlp__slot_12,"101,102","42,101,102",3,"42,101,102",,ready_manifest,19.60784313725487,1.960784313725444,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:13,13,noise_0.7_block_12,intphys2__ltx_video__mlp__slot_13,"101,102","42,101,102",3,"42,101,102",,ready_manifest,27.45098039215685,5.187747668754081,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:14,14,noise_0.7_block_24,intphys2__ltx_video__mlp__slot_14,"101,102","42,101,102",3,"42,101,102",,ready_manifest,30.718954248366003,6.303039713067286,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:15,15,noise_0.7_block_36,intphys2__ltx_video__mlp__slot_15,"101,102","42,101,102",3,"42,101,102",,ready_manifest,33.33333333333332,1.960784313725478,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:16,16,noise_0.7_block_48,intphys2__ltx_video__mlp__slot_16,"101,102","42,101,102",3,"42,101,102",,ready_manifest,21.568627450980397,5.1877476687541,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:17,17,noise_0.6_block_12,intphys2__ltx_video__mlp__slot_17,"101,102","42,101,102",3,"42,101,102",,ready_manifest,24.836601307189515,1.1320593513522546,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:18,18,noise_0.6_block_24,intphys2__ltx_video__mlp__slot_18,"101,102","42,101,102",3,"42,101,102",,ready_manifest,35.29411764705881,1.960784313725508,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:19,19,noise_0.6_block_36,intphys2__ltx_video__mlp__slot_19,"101,102","42,101,102",3,"42,101,102",,ready_manifest,35.29411764705881,1.9607843137254937,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:2,2,noise_1.0_block_24,intphys2__ltx_video__mlp__slot_2,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:20,20,noise_0.6_block_48,intphys2__ltx_video__mlp__slot_20,"101,102","42,101,102",3,"42,101,102",,ready_manifest,31.372549019607828,1.9607843137254868,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:21,21,noise_0.5_block_12,intphys2__ltx_video__mlp__slot_21,"101,102","42,101,102",3,"42,101,102",,ready_manifest,22.875816993464028,2.995147513043,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:22,22,noise_0.5_block_24,intphys2__ltx_video__mlp__slot_22,"101,102","42,101,102",3,"42,101,102",,ready_manifest,35.94771241830065,1.1320593513522157,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:23,23,noise_0.5_block_36,intphys2__ltx_video__mlp__slot_23,"101,102","42,101,102",3,"42,101,102",,ready_manifest,33.33333333333332,3.396178054056651,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:24,24,noise_0.5_block_48,intphys2__ltx_video__mlp__slot_24,"101,102","42,101,102",3,"42,101,102",,ready_manifest,28.7581699346405,2.9951475130430723,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:25,25,noise_0.4_block_12,intphys2__ltx_video__mlp__slot_25,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.032679738562084,2.2641187027044243,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:26,26,noise_0.4_block_24,intphys2__ltx_video__mlp__slot_26,"101,102","42,101,102",3,"42,101,102",,ready_manifest,36.60130718954248,2.264118702704411,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:27,27,noise_0.4_block_36,intphys2__ltx_video__mlp__slot_27,"101,102","42,101,102",3,"42,101,102",,ready_manifest,36.60130718954248,2.9951475130430523,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:28,28,noise_0.4_block_48,intphys2__ltx_video__mlp__slot_28,"101,102","42,101,102",3,"42,101,102",,ready_manifest,35.294117647058805,6.792356108113282,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:29,29,noise_0.3_block_12,intphys2__ltx_video__mlp__slot_29,"101,102","42,101,102",3,"42,101,102",,ready_manifest,27.45098039215684,3.396178054056643,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:3,3,noise_1.0_block_36,intphys2__ltx_video__mlp__slot_3,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:30,30,noise_0.3_block_24,intphys2__ltx_video__mlp__slot_30,"101,102","42,101,102",3,"42,101,102",,ready_manifest,39.21568627450977,3.396178054056592,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:31,31,noise_0.3_block_36,intphys2__ltx_video__mlp__slot_31,"101,102","42,101,102",3,"42,101,102",,ready_manifest,33.33333333333332,1.960784313725478,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:32,32,noise_0.3_block_48,intphys2__ltx_video__mlp__slot_32,"101,102","42,101,102",3,"42,101,102",,ready_manifest,25.490196078431342,3.3961780540566755,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:33,33,noise_0.2_block_12,intphys2__ltx_video__mlp__slot_33,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.300653594771237,2.995147513043043,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:34,34,noise_0.2_block_24,intphys2__ltx_video__mlp__slot_34,"101,102","42,101,102",3,"42,101,102",,ready_manifest,45.09803921568625,3.396178054056604,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:35,35,noise_0.2_block_36,intphys2__ltx_video__mlp__slot_35,"101,102","42,101,102",3,"42,101,102",,ready_manifest,35.29411764705881,1.9607843137254937,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:36,36,noise_0.2_block_48,intphys2__ltx_video__mlp__slot_36,"101,102","42,101,102",3,"42,101,102",,ready_manifest,37.25490196078428,5.187747668754064,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:37,37,noise_0.1_block_12,intphys2__ltx_video__mlp__slot_37,"101,102","42,101,102",3,"42,101,102",,ready_manifest,29.41176470588234,1.9607843137254672,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:38,38,noise_0.1_block_24,intphys2__ltx_video__mlp__slot_38,"101,102","42,101,102",3,"42,101,102",,ready_manifest,44.444444444444414,2.2641187027044354,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:39,39,noise_0.1_block_36,intphys2__ltx_video__mlp__slot_39,"101,102","42,101,102",3,"42,101,102",,ready_manifest,41.17647058823527,3.396178054056598,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:4,4,noise_1.0_block_48,intphys2__ltx_video__mlp__slot_4,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:40,40,noise_0.1_block_48,intphys2__ltx_video__mlp__slot_40,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.954248366013065,4.081698038168895,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:5,5,noise_0.9_block_12,intphys2__ltx_video__mlp__slot_5,"101,102","42,101,102",3,"42,101,102",,ready_manifest,22.22222222222221,5.660296756761048,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:6,6,noise_0.9_block_24,intphys2__ltx_video__mlp__slot_6,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.686274509803916,1.9607843137254903,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:7,7,noise_0.9_block_36,intphys2__ltx_video__mlp__slot_7,"101,102","42,101,102",3,"42,101,102",,ready_manifest,32.679738562091494,2.99514751304302,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:8,8,noise_0.9_block_48,intphys2__ltx_video__mlp__slot_8,"101,102","42,101,102",3,"42,101,102",,ready_manifest,14.379084967320251,1.1320593513522157,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-13B,LTX-13B,mlp,id:9,9,noise_0.8_block_12,intphys2__ltx_video__mlp__slot_9,"101,102","42,101,102",3,"42,101,102",,ready_manifest,20.91503267973856,7.924415459465452,OK,seed_manifest_intphys2_ltx13b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:1,1,noise_1.0_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_1,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:10,10,noise_0.8_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_10,"101,102","42,101,102",3,"42,101,102",,ready_manifest,14.379084967320262,4.081698038168888,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:11,11,noise_0.8_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_11,"101,102","42,101,102",3,"42,101,102",,ready_manifest,10.45751633986928,1.1320593513522064,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:12,12,noise_0.8_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_12,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.954248366013072,2.264118702704416,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:13,13,noise_0.7_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_13,"101,102","42,101,102",3,"42,101,102",,ready_manifest,13.0718954248366,4.528237405408829,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:14,14,noise_0.7_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_14,"101,102","42,101,102",3,"42,101,102",,ready_manifest,16.33986928104575,4.934532310634476,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:15,15,noise_0.7_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_15,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.68627450980392,1.9607843137254888,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:16,16,noise_0.7_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_16,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.032679738562091,5.9902950260860655,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:17,17,noise_0.6_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_17,"101,102","42,101,102",3,"42,101,102",,ready_manifest,13.0718954248366,4.934532310634478,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:18,18,noise_0.6_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_18,"101,102","42,101,102",3,"42,101,102",,ready_manifest,19.607843137254903,1.960784313725492,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:19,19,noise_0.6_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_19,"101,102","42,101,102",3,"42,101,102",,ready_manifest,9.15032679738562,7.92441545946545,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:2,2,noise_1.0_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_2,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:20,20,noise_0.6_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_20,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.68627450980392,3.3961780540566204,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:21,21,noise_0.5_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_21,"101,102","42,101,102",3,"42,101,102",,ready_manifest,12.418300653594772,5.990295026086066,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:22,22,noise_0.5_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_22,"101,102","42,101,102",3,"42,101,102",,ready_manifest,11.11111111111111,4.081698038168887,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:23,23,noise_0.5_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_23,"101,102","42,101,102",3,"42,101,102",,ready_manifest,11.11111111111111,4.528237405408831,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:24,24,noise_0.5_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_24,"101,102","42,101,102",3,"42,101,102",,ready_manifest,12.41830065359477,8.163396076337774,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:25,25,noise_0.4_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_25,"101,102","42,101,102",3,"42,101,102",,ready_manifest,9.150326797385622,8.841666182005676,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:26,26,noise_0.4_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_26,"101,102","42,101,102",3,"42,101,102",,ready_manifest,16.99346405228758,2.9951475130430314,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:27,27,noise_0.4_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_27,"101,102","42,101,102",3,"42,101,102",,ready_manifest,22.875816993464053,2.264118702704414,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:28,28,noise_0.4_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_28,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.686274509803924,3.3961780540566235,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
