dataset,experiment,model_label,backbone,probe,layer_key,layer,layer_label,config_id,manifest_seeds,expected_seeds,loaded_n_seeds,loaded_seeds,missing_loaded_seeds,loaded_seed_source,test_primary_mean,test_primary_std,status,manifest
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:29,29,noise_0.3_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_29,"101,102","42,101,102",3,"42,101,102",,ready_manifest,10.45751633986928,6.30303971306729,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:3,3,noise_1.0_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_3,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:30,30,noise_0.3_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_30,"101,102","42,101,102",3,"42,101,102",,ready_manifest,26.1437908496732,9.26630514951492,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:31,31,noise_0.3_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_31,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.30065359477124,6.303039713067288,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:32,32,noise_0.3_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_32,"101,102","42,101,102",3,"42,101,102",,ready_manifest,11.11111111111111,4.934532310634476,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:33,33,noise_0.2_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_33,"101,102","42,101,102",3,"42,101,102",,ready_manifest,24.18300653594771,1.1320593513522077,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:34,34,noise_0.2_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_34,"101,102","42,101,102",3,"42,101,102",,ready_manifest,24.18300653594771,7.423409602353302,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:35,35,noise_0.2_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_35,"101,102","42,101,102",3,"42,101,102",,ready_manifest,22.22222222222222,4.081698038168888,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:36,36,noise_0.2_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_36,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.30065359477124,2.264118702704415,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:37,37,noise_0.1_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_37,"101,102","42,101,102",3,"42,101,102",,ready_manifest,11.111111111111112,2.2641187027044145,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:38,38,noise_0.1_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_38,"101,102","42,101,102",3,"42,101,102",,ready_manifest,21.56862745098039,3.396178054056622,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:39,39,noise_0.1_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_39,"101,102","42,101,102",3,"42,101,102",,ready_manifest,26.797385620915037,1.1320593513522086,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:4,4,noise_1.0_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_4,"101,102","42,101,102",3,"42,101,102",,ready_manifest,0.0,0.0,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:40,40,noise_0.1_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_40,"101,102","42,101,102",3,"42,101,102",,ready_manifest,16.99346405228758,2.9951475130430314,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:5,5,noise_0.9_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_5,"101,102","42,101,102",3,"42,101,102",,ready_manifest,13.725490196078432,7.843137254901962,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:6,6,noise_0.9_block_14,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_6,"101,102","42,101,102",3,"42,101,102",,ready_manifest,14.379084967320262,1.1320593513522064,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:7,7,noise_0.9_block_21,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_7,"101,102","42,101,102",3,"42,101,102",,ready_manifest,14.379084967320262,4.081698038168887,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:8,8,noise_0.9_block_28,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_8,"101,102","42,101,102",3,"42,101,102",,ready_manifest,20.91503267973856,6.303039713067289,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,ltx,LTX-2B,LTX-2B,mlp,id:9,9,noise_0.8_block_7,intphys2__ltx__ltx_2b_0_9_8_distilled__mlp__slot_9,"101,102","42,101,102",3,"42,101,102",,ready_manifest,18.30065359477124,4.934532310634475,OK,seed_manifest_intphys2_ltx2b_linear_mlp.csv
intphys2,main,V-JEPA,ViT-H/16,mlp,id:16,16,Layer 0.5,intphys2__jepa_v1__mlp__layer_16,"101,102","42,101,102",3,"42,101,102",,original,43.137255,1.960784,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA,ViT-H/16,mlp,id:24,24,Layer 0.75,intphys2__jepa_v1__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,45.751634,1.13206,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,V-JEPA,ViT-H/16,mlp,id:32,32,Final layer,intphys2__jepa_v1__mlp__layer_32,"101,102","42,101,102",3,"42,101,102",,original,45.098039,1.960785,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA,ViT-H/16,mlp,id:8,8,Layer 0.25,intphys2__jepa_v1__mlp__layer_8,"101,102","42,101,102",3,"42,101,102",,original,20.261438,4.081698,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,mlp,id:12,12,12,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,33.333333,1.960785,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,mlp,id:18,18,18,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_18,"101,102","42,101,102",3,"42,101,102",,original,50.326797,2.995147,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,mlp,id:24,24,24,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,44.444444,4.934533,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,mlp,id:6,6,6,intphys2__same_l__jepa_v1__vitl16_224__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,26.797386,4.081698,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,mlp,id:10,10,Layer 0.25,intphys2__jepa_v2__mlp__layer_10,"101,102","42,101,102",3,"42,101,102",,original,15.686275,5.187747,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,mlp,id:20,20,Layer 0.5,intphys2__jepa_v2__mlp__layer_20,"101,102","42,101,102",3,"42,101,102",,original,23.529412,1.960785,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,mlp,id:30,30,Layer 0.75,intphys2__jepa_v2__mlp__layer_30,"101,102","42,101,102",3,"42,101,102",,original,54.248366,2.995148,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,mlp,id:40,40,Final layer,intphys2__jepa_v2__mlp__layer_40,"101,102","42,101,102",3,"42,101,102",,original,51.633987,4.081698,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main_layerwise_seed_pilot,V-JEPA 2,ViT-G/16,mlp,id:10,10,10,intphys2__jepa_v2__mlp__layer_10,"42,101,102","42,101,102",3,"42,101,102",,ready_manifest,15.686274509803924,5.1877476687541,OK,seed_manifest_jepa_v2_mlp_layerwise_v1.csv
intphys2,main_layerwise_seed_pilot,V-JEPA 2,ViT-G/16,mlp,id:20,20,20,intphys2__jepa_v2__mlp__layer_20,"42,101,102","42,101,102",3,"42,101,102",,ready_manifest,23.52941176470588,1.9607843137254888,OK,seed_manifest_jepa_v2_mlp_layerwise_v1.csv
intphys2,main_layerwise_seed_pilot,V-JEPA 2,ViT-G/16,mlp,id:30,30,30,intphys2__jepa_v2__mlp__layer_30,"42,101,102","42,101,102",3,"42,101,102",,ready_manifest,54.248366013071895,2.9951475130430336,OK,seed_manifest_jepa_v2_mlp_layerwise_v1.csv
intphys2,main_layerwise_seed_pilot,V-JEPA 2,ViT-G/16,mlp,id:40,40,40,intphys2__jepa_v2__mlp__layer_40,"42,101,102","42,101,102",3,"42,101,102",,ready_manifest,51.63398692810458,4.081698038168892,OK,seed_manifest_jepa_v2_mlp_layerwise_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,mlp,id:12,12,12,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,30.065359,2.995147,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,mlp,id:18,18,18,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_18,"101,102","42,101,102",3,"42,101,102",,original,52.287582,2.995147,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,mlp,id:24,24,24,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,35.947713,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,mlp,id:6,6,6,intphys2__same_l__jepa_v2__vitl_256__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,21.568627,1.960785,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,mlp,id:12,12,12,intphys2__backbone_sweep__jepa_v2_1__vitb_384__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,49.019608,3.396178,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,mlp,id:3,3,3,intphys2__backbone_sweep__jepa_v2_1__vitb_384__mlp__layer_3,"101,102","42,101,102",3,"42,101,102",,original,26.143791,1.132059,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,mlp,id:6,6,6,intphys2__backbone_sweep__jepa_v2_1__vitb_384__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,22.875817,2.995148,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-B/16,mlp,id:9,9,9,intphys2__backbone_sweep__jepa_v2_1__vitb_384__mlp__layer_9,"101,102","42,101,102",3,"42,101,102",,original,49.673202,9.869065,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,mlp,id:10,10,10,intphys2__backbone_sweep__jepa_v2_1__vitg_384__mlp__layer_10,"101,102","42,101,102",3,"42,101,102",,original,15.686275,1.960785,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,mlp,id:20,20,20,intphys2__backbone_sweep__jepa_v2_1__vitg_384__mlp__layer_20,"101,102","42,101,102",3,"42,101,102",,original,39.869281,2.264119,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,mlp,id:30,30,30,intphys2__backbone_sweep__jepa_v2_1__vitg_384__mlp__layer_30,"101,102","42,101,102",3,"42,101,102",,original,36.601307,2.264118,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,V-JEPA 2.1,ViT-G/16,mlp,id:40,40,40,intphys2__backbone_sweep__jepa_v2_1__vitg_384__mlp__layer_40,"101,102","42,101,102",3,"42,101,102",,original,41.176471,1.960785,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,mlp,id:12,12,Layer 0.25,intphys2__jepa_v2_1__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,20.915033,4.934532,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,mlp,id:24,24,Layer 0.5,intphys2__jepa_v2_1__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,19.607843,1.960784,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,mlp,id:38,38,Layer 0.75,intphys2__jepa_v2_1__mlp__layer_38,"101,102","42,101,102",3,"42,101,102",,original,39.869281,2.995148,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,mlp,id:48,48,Final layer,intphys2__jepa_v2_1__mlp__layer_48,"101,102","42,101,102",3,"42,101,102",,original,39.869281,4.528237,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,mlp,id:12,12,12,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,38.562092,2.995147,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,mlp,id:18,18,18,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_18,"101,102","42,101,102",3,"42,101,102",,original,51.633987,2.995148,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,mlp,id:24,24,24,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,32.679738,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,V-JEPA 2.1,ViT-L/16,mlp,id:6,6,6,intphys2__same_l__jepa_v2_1__vitl_384__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,13.72549,3.921569,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,mlp,id:16,16,Layer 0.5,intphys2__videomae__mlp__layer_16,"101,102","42,101,102",3,"42,101,102",,original,31.372549,3.396178,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,mlp,id:24,24,Layer 0.75,intphys2__videomae__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,35.294118,5.882353,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,mlp,id:32,32,Final layer,intphys2__videomae__mlp__layer_32,"101,102","42,101,102",3,"42,101,102",,original,31.372549,1.960784,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE,ViT-H/16,mlp,id:8,8,Layer 0.25,intphys2__videomae__mlp__layer_8,"101,102","42,101,102",3,"42,101,102",,original,15.03268,2.264119,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,mlp,id:12,12,12,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,36.601307,2.264118,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,mlp,id:18,18,18,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_18,"101,102","42,101,102",3,"42,101,102",,original,42.48366,2.264118,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,mlp,id:24,24,24,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,40.522876,2.995148,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE,ViT-L/16,mlp,id:6,6,6,intphys2__same_l__videomae__vit_large_16_224__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,24.836601,4.081698,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,mlp,id:12,12,12,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,29.411765,3.921569,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,mlp,id:3,3,3,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__mlp__layer_3,"101,102","42,101,102",3,"42,101,102",,original,9.803922,3.921569,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,mlp,id:6,6,6,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,18.300654,8.163396,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,backbone_sweep,VideoMAE-v2,ViT-B/16,mlp,id:9,9,9,intphys2__backbone_sweep__videomae_v2__vit_base_16_224__mlp__layer_9,"101,102","42,101,102",3,"42,101,102",,original,37.908497,2.264118,OK,seed_manifest_layerwise_backbone_sweep_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,mlp,id:10,10,Layer 0.25,intphys2__videomae_v2__mlp__layer_10,"101,102","42,101,102",3,"42,101,102",,original,33.333333,1.960785,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,mlp,id:20,20,Layer 0.5,intphys2__videomae_v2__mlp__layer_20,"101,102","42,101,102",3,"42,101,102",,original,47.712418,2.995147,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv;seed_manifest_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,mlp,id:30,30,Layer 0.75,intphys2__videomae_v2__mlp__layer_30,"101,102","42,101,102",3,"42,101,102",,original,46.405229,1.13206,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,main,VideoMAE-v2,ViT-G/16,mlp,id:40,40,Final layer,intphys2__videomae_v2__mlp__layer_40,"101,102","42,101,102",3,"42,101,102",,original,39.215686,5.187747,OK,seed_manifest_layerwise_main_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,mlp,id:12,12,12,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_12,"101,102","42,101,102",3,"42,101,102",,original,50.326797,2.995147,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,mlp,id:18,18,18,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_18,"101,102","42,101,102",3,"42,101,102",,original,35.947713,1.132059,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,mlp,id:24,24,24,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_24,"101,102","42,101,102",3,"42,101,102",,original,31.372549,3.396178,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,same_L,VideoMAE-v2,ViT-L/16,mlp,id:6,6,6,intphys2__same_l__videomae_v2__vit_large_16_224__mlp__layer_6,"101,102","42,101,102",3,"42,101,102",,original,24.183006,4.081698,OK,seed_manifest_layerwise_same_l_linear_mlp_v1.csv
intphys2,ltx,LTX-13B,LTX-13B,temporal_attn,id:34,34,34,intphys2__ltx__ltx_video__ltx_13b__temporal_attn__layer_34,"101,102","42,101,102",3,"42,101,102",,ready_manifest,48.36601307189542,6.886048204478918,OK,seed_manifest_intphys2_ltx13b_attentive.csv
intphys2,ltx,LTX-13B,LTX-13B,temporal_attn,id:36,36,36,intphys2__ltx__ltx_video__ltx_13b__temporal_attn__layer_36,"101,102","42,101,102",3,"42,101,102",,ready_manifest,44.44444444444444,4.081698038168886,OK,seed_manifest_intphys2_ltx13b_attentive.csv
intphys2,ltx,LTX-13B,LTX-13B,temporal_attn,id:38,38,38,intphys2__ltx__ltx_video__ltx_13b__temporal_attn__layer_38,"101,102","42,101,102",3,"42,101,102",,ready_manifest,44.44444444444444,2.9951475130430336,OK,seed_manifest_intphys2_ltx13b_attentive.csv
intphys2,ltx,LTX-13B,LTX-13B,temporal_attn,id:39,39,39,intphys2__ltx__ltx_video__ltx_13b__temporal_attn__layer_39,"101,102","42,101,102",3,"42,101,102",,ready_manifest,45.09803921568628,1.9607843137254832,OK,seed_manifest_intphys2_ltx13b_attentive.csv
intphys2,ltx,LTX-2B,LTX-2B,temporal_attn,id:34,34,34,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_34,"101,102","42,101,102",3,"42,101,102",,ready_manifest,20.91503267973856,9.266305149514915,OK,seed_manifest_intphys2_ltx2b_attentive.csv
intphys2,ltx,LTX-2B,LTX-2B,temporal_attn,id:36,36,36,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_36,"101,102","42,101,102",3,"42,101,102",,ready_manifest,29.411764705882355,5.187747668754105,OK,seed_manifest_intphys2_ltx2b_attentive.csv
intphys2,ltx,LTX-2B,LTX-2B,temporal_attn,id:38,38,38,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_38,"101,102","42,101,102",3,"42,101,102",,ready_manifest,15.686274509803924,5.88235294117647,OK,seed_manifest_intphys2_ltx2b_attentive.csv
intphys2,ltx,LTX-2B,LTX-2B,temporal_attn,id:39,39,39,intphys2__ltx__ltx_video__ltx_2b__temporal_attn__layer_39,"101,102","42,101,102",3,"42,101,102",,ready_manifest,28.10457516339869,2.264118702704419,OK,seed_manifest_intphys2_ltx2b_attentive.csv
intphys2,main,V-JEPA,ViT-H/16,temporal_attn,id:16,16,16,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,64.71,5.19,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA,ViT-H/16,temporal_attn,id:24,24,24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,58.82,5.88,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA,ViT-H/16,temporal_attn,id:32,32,32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,56.86,3.92,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA,ViT-H/16,temporal_attn,id:8,8,8,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,9.8,7.84,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,temporal_attn,id:12,12,12,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,64.71,1.96,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,temporal_attn,id:18,18,18,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,72.55,3.4,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,temporal_attn,id:24,24,24,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,58.17,6.3,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,same_L,V-JEPA,ViT-L/16,temporal_attn,id:6,6,6,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,15.03,1.13,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,temporal_attn,id:10,10,10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,5.88,3.4,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,temporal_attn,id:20,20,20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,11.11,5.99,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,temporal_attn,id:30,30,30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,55.56,1.13,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,main,V-JEPA 2,ViT-G/16,temporal_attn,id:40,40,40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,66.01,11.82,OK,seed_manifest_layerwise_main_attentive_intphys2_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,temporal_attn,id:12,12,12,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,54.25,7.42,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,temporal_attn,id:18,18,18,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,64.71,5.88,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
intphys2,same_L,V-JEPA 2,ViT-L/16,temporal_attn,id:24,24,24,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24,"101,102","42,101,102",3,"42,101,102",,attentive_continuation,60.78,3.4,OK,seed_manifest_layerwise_same_l_attentive_v1.csv
