config_id,run_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,seed,source,status,objective_metric_name,primary_metric_name,train_primary,train_accuracy,val_primary,val_accuracy,test_primary,test_accuracy,n_epochs,expected_epochs,early_stopped,expected_early_stopping,artifact_train_eval_summary,artifact_probe_eval_dir,source_csv_path,source_csv_line_number,source_excel_workbook,source_excel_sheet,source_excel_range,notes
intphys2__jepa_v2__linear__layer_20,intphys2__jepa_v2__linear__layer_20__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,20,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,42.384106,56.788079,23.529412,53.431373,25.490196,50.980392,,100,,true,,,results/verified_layerwise_probe_configs.csv,40,intphys_primary_db.xlsx,V-JEPA 2,N5:X5,seed 42 read from source CSV metrics
intphys2__jepa_v2__linear__layer_30,intphys2__jepa_v2__linear__layer_30__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,30,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,46.357616,57.450331,33.333333,55.882353,37.254902,52.941176,,100,,true,,,results/verified_layerwise_probe_configs.csv,41,intphys_primary_db.xlsx,V-JEPA 2,N6:X6,seed 42 read from source CSV metrics
intphys2__jepa_v2__mlp__layer_40,intphys2__jepa_v2__mlp__layer_40__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,100,97.516556,41.176471,64.215686,47.058824,59.313725,,2000,,true,,,results/verified_layerwise_probe_configs.csv,42,intphys_primary_db.xlsx,V-JEPA 2,N7:X7,seed 42 read from source CSV metrics
intphys2__jepa_v2__mlp__layer_10,intphys2__jepa_v2__mlp__layer_10__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,10,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,27.81457,51.15894,17.647059,52.941176,9.803922,50.490196,,2000,,true,,,results/verified_layerwise_probe_configs.csv,43,intphys_primary_db.xlsx,V-JEPA 2,N8:X8,seed 42 read from source CSV metrics
intphys2__jepa_v2__mlp__layer_20,intphys2__jepa_v2__mlp__layer_20__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,20,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,72.847682,77.317881,23.529412,56.372549,25.490196,54.901961,,2000,,true,,,results/verified_layerwise_probe_configs.csv,44,intphys_primary_db.xlsx,V-JEPA 2,N9:X9,seed 42 read from source CSV metrics
intphys2__jepa_v2__mlp__layer_30,intphys2__jepa_v2__mlp__layer_30__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,30,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,97.350993,82.781457,37.254902,63.235294,56.862745,63.235294,,2000,,true,,,results/verified_layerwise_probe_configs.csv,45,intphys_primary_db.xlsx,V-JEPA 2,N10:X10,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__linear__layer_48,intphys2__jepa_v2_1__linear__layer_48__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,48.344371,69.039735,29.411765,58.333333,35.294118,58.823529,,100,,true,,,results/verified_layerwise_probe_configs.csv,86,intphys_primary_db.xlsx,V-JEPA 2.1,AN3:AX3,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__linear__layer_12,intphys2__jepa_v2_1__linear__layer_12__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,12,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,28.476821,57.119205,31.372549,54.901961,25.490196,55.882353,,100,,true,,,results/verified_layerwise_probe_configs.csv,87,intphys_primary_db.xlsx,V-JEPA 2.1,AN4:AX4,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__linear__layer_24,intphys2__jepa_v2_1__linear__layer_24__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,24,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,37.086093,56.291391,23.529412,55.882353,19.607843,55.392157,,100,,true,,,results/verified_layerwise_probe_configs.csv,88,intphys_primary_db.xlsx,V-JEPA 2.1,AN5:AX5,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__linear__layer_38,intphys2__jepa_v2_1__linear__layer_38__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,48.344371,61.092715,33.333333,55.882353,23.529412,52.941176,,100,,true,,,results/verified_layerwise_probe_configs.csv,89,intphys_primary_db.xlsx,V-JEPA 2.1,AN6:AX6,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__mlp__layer_48,intphys2__jepa_v2_1__mlp__layer_48__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,48,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,98.675497,97.18543,29.411765,62.254902,37.254902,63.235294,,2000,,true,,,results/verified_layerwise_probe_configs.csv,90,intphys_primary_db.xlsx,V-JEPA 2.1,AN7:AX7,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__mlp__layer_12,intphys2__jepa_v2_1__mlp__layer_12__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,12,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,88.07947,87.913907,27.45098,58.333333,25.490196,56.862745,,2000,,true,,,results/verified_layerwise_probe_configs.csv,91,intphys_primary_db.xlsx,V-JEPA 2.1,AN8:AX8,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__mlp__layer_24,intphys2__jepa_v2_1__mlp__layer_24__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,24,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,32.450331,53.642384,31.372549,54.901961,19.607843,56.862745,,50,,true,,,results/verified_layerwise_probe_configs.csv,92,intphys_primary_db.xlsx,V-JEPA 2.1,AN9:AX9,seed 42 read from source CSV metrics
intphys2__jepa_v2_1__mlp__layer_38,intphys2__jepa_v2_1__mlp__layer_38__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,100,99.337748,45.098039,61.764706,39.215686,57.352941,,2000,,true,,,results/verified_layerwise_probe_configs.csv,93,intphys_primary_db.xlsx,V-JEPA 2.1,AN10:AX10,seed 42 read from source CSV metrics
intphys2__videomae__linear__layer_32,intphys2__videomae__linear__layer_32__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,32,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,62.251656,66.059603,31.372549,57.352941,31.372549,54.901961,,1000,,true,,,results/verified_layerwise_probe_configs.csv,110,intphys_primary_db.xlsx,VideoMAE,N3:X3,seed 42 read from source CSV metrics
intphys2__videomae__linear__layer_8,intphys2__videomae__linear__layer_8__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,8,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,15.89404,48.013245,19.607843,52.45098,13.72549,50,,50,,true,,,results/verified_layerwise_probe_configs.csv,111,intphys_primary_db.xlsx,VideoMAE,N4:X4,seed 42 read from source CSV metrics
intphys2__videomae__linear__layer_16,intphys2__videomae__linear__layer_16__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,16,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,50.993377,65.728477,41.176471,60.784314,35.294118,58.333333,,2000,,true,,,results/verified_layerwise_probe_configs.csv,112,intphys_primary_db.xlsx,VideoMAE,N5:X5,seed 42 read from source CSV metrics
intphys2__videomae__linear__layer_24,intphys2__videomae__linear__layer_24__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,54.966887,66.059603,39.215686,61.27451,35.294118,56.372549,,500,,true,,,results/verified_layerwise_probe_configs.csv,113,intphys_primary_db.xlsx,VideoMAE,N6:X6,seed 42 read from source CSV metrics
intphys2__videomae__mlp__layer_32,intphys2__videomae__mlp__layer_32__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,32,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,73.509934,74.172185,29.411765,58.333333,29.411765,53.921569,,2000,,true,,,results/verified_layerwise_probe_configs.csv,114,intphys_primary_db.xlsx,VideoMAE,N7:X7,seed 42 read from source CSV metrics
intphys2__videomae__mlp__layer_8,intphys2__videomae__mlp__layer_8__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,8,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,21.192053,49.834437,15.686275,51.470588,17.647059,50.980392,,20,,true,,,results/verified_layerwise_probe_configs.csv,115,intphys_primary_db.xlsx,VideoMAE,N8:X8,seed 42 read from source CSV metrics
intphys2__videomae__mlp__layer_16,intphys2__videomae__mlp__layer_16__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,16,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,45.033113,51.490066,35.294118,53.921569,33.333333,51.960784,,50,,true,,,results/verified_layerwise_probe_configs.csv,116,intphys_primary_db.xlsx,VideoMAE,N9:X9,seed 42 read from source CSV metrics
intphys2__videomae__mlp__layer_24,intphys2__videomae__mlp__layer_24__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,100,95.198675,39.215686,64.215686,35.294118,59.803922,,2000,,true,,,results/verified_layerwise_probe_configs.csv,117,intphys_primary_db.xlsx,VideoMAE,N10:X10,seed 42 read from source CSV metrics
intphys2__videomae_v2__linear__layer_40,intphys2__videomae_v2__linear__layer_40__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,40,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,62.251656,74.503311,29.411765,59.313725,47.058824,56.862745,,2000,,true,,,results/verified_layerwise_probe_configs.csv,146,intphys_primary_db.xlsx,VideoMAE-v2,AA3:AK3,seed 42 read from source CSV metrics
intphys2__videomae_v2__linear__layer_10,intphys2__videomae_v2__linear__layer_10__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,10,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,31.788079,53.807947,25.490196,52.941176,25.490196,53.431373,,100,,true,,,results/verified_layerwise_probe_configs.csv,147,intphys_primary_db.xlsx,VideoMAE-v2,AA4:AK4,seed 42 read from source CSV metrics
intphys2__videomae_v2__linear__layer_20,intphys2__videomae_v2__linear__layer_20__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,96.688742,95.033113,47.058824,63.72549,37.254902,59.313725,,2000,,true,,,results/verified_layerwise_probe_configs.csv,148,intphys_primary_db.xlsx,VideoMAE-v2,AA5:AK5,seed 42 read from source CSV metrics
intphys2__videomae_v2__linear__layer_30,intphys2__videomae_v2__linear__layer_30__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,30,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,59.602649,76.821192,39.215686,63.72549,41.176471,58.823529,,2000,,true,,,results/verified_layerwise_probe_configs.csv,149,intphys_primary_db.xlsx,VideoMAE-v2,AA6:AK6,seed 42 read from source CSV metrics
intphys2__videomae_v2__mlp__layer_40,intphys2__videomae_v2__mlp__layer_40__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,40,Final layer,42,source_csv,complete,voe_accuracy,voe_accuracy,37.748344,52.152318,33.333333,51.470588,37.254902,52.45098,,100,,true,,,results/verified_layerwise_probe_configs.csv,150,intphys_primary_db.xlsx,VideoMAE-v2,AA7:AK7,seed 42 read from source CSV metrics
intphys2__videomae_v2__mlp__layer_10,intphys2__videomae_v2__mlp__layer_10__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,10,Layer 0.25,42,source_csv,complete,voe_accuracy,voe_accuracy,92.05298,93.377483,31.372549,57.843137,31.372549,59.803922,,2000,,true,,,results/verified_layerwise_probe_configs.csv,151,intphys_primary_db.xlsx,VideoMAE-v2,AA8:AK8,seed 42 read from source CSV metrics
intphys2__videomae_v2__mlp__layer_20,intphys2__videomae_v2__mlp__layer_20__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,42,source_csv,complete,voe_accuracy,voe_accuracy,62.251656,76.986755,41.176471,66.176471,47.058824,56.372549,,2000,,true,,,results/verified_layerwise_probe_configs.csv,152,intphys_primary_db.xlsx,VideoMAE-v2,AA9:AK9,seed 42 read from source CSV metrics
intphys2__videomae_v2__mlp__layer_30,intphys2__videomae_v2__mlp__layer_30__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,30,Layer 0.75,42,source_csv,complete,voe_accuracy,voe_accuracy,72.847682,83.609272,41.176471,66.666667,45.098039,62.745098,,2000,,true,,,results/verified_layerwise_probe_configs.csv,153,intphys_primary_db.xlsx,VideoMAE-v2,AA10:AK10,seed 42 read from source CSV metrics
mvp__jepa_v1__linear__layer_32,mvp__jepa_v1__linear__layer_32__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,32,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,53.052277,74.064081,49.34277,71.688574,48.736097,71.587462,,100,,true,,,results/verified_layerwise_probe_configs.csv,338,mvp_primary_db.xlsx,V-JEPA,N3:X3,seed 42 read from source CSV metrics
mvp__jepa_v1__linear__layer_8,mvp__jepa_v1__linear__layer_8__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,8,Layer 0.25,42,source_csv,complete,pair_consistency,pair_consistency,39.763912,66.745363,35.389282,63.700708,36.602629,64.105157,,100,,true,,,results/verified_layerwise_probe_configs.csv,339,mvp_primary_db.xlsx,V-JEPA,N4:X4,seed 42 read from source CSV metrics
mvp__jepa_v1__linear__layer_16,mvp__jepa_v1__linear__layer_16__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,16,Layer 0.5,42,source_csv,complete,pair_consistency,pair_consistency,46.509275,69.831366,40.950455,66.127401,41.557128,66.430738,,100,,true,,,results/verified_layerwise_probe_configs.csv,340,mvp_primary_db.xlsx,V-JEPA,N5:X5,seed 42 read from source CSV metrics
mvp__jepa_v1__linear__layer_24,mvp__jepa_v1__linear__layer_24__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,24,Layer 0.75,42,source_csv,complete,pair_consistency,pair_consistency,54.333895,73.844857,49.34277,69.312437,47.623862,69.0091,,100,,true,,,results/verified_layerwise_probe_configs.csv,341,mvp_primary_db.xlsx,V-JEPA,N6:X6,seed 42 read from source CSV metrics
mvp__jepa_v1__mlp__layer_32,mvp__jepa_v1__mlp__layer_32__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,32,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,99.932546,99.966273,91.102123,95.197169,87.259858,93.023256,,2000,,true,,,results/verified_layerwise_probe_configs.csv,342,mvp_primary_db.xlsx,V-JEPA,N7:X7,seed 42 read from source CSV metrics
mvp__jepa_v1__mlp__layer_8,mvp__jepa_v1__mlp__layer_8__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,8,Layer 0.25,42,source_csv,complete,pair_consistency,pair_consistency,90.387858,95.193929,59.858443,77.755308,59.453994,77.249747,,2000,,true,,,results/verified_layerwise_probe_configs.csv,343,mvp_primary_db.xlsx,V-JEPA,N8:X8,seed 42 read from source CSV metrics
mvp__jepa_v1__mlp__layer_16,mvp__jepa_v1__mlp__layer_16__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,16,Layer 0.5,42,source_csv,complete,pair_consistency,pair_consistency,98.448567,99.224283,72.800809,85.338726,70.171891,83.72093,,2000,,true,,,results/verified_layerwise_probe_configs.csv,344,mvp_primary_db.xlsx,V-JEPA,N9:X9,seed 42 read from source CSV metrics
mvp__jepa_v1__mlp__layer_24,mvp__jepa_v1__mlp__layer_24__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,24,Layer 0.75,42,source_csv,complete,pair_consistency,pair_consistency,100,100,90.798787,94.893832,86.85541,93.023256,,2000,,true,,,results/verified_layerwise_probe_configs.csv,345,mvp_primary_db.xlsx,V-JEPA,N10:X10,seed 42 read from source CSV metrics
mvp__jepa_v2__linear__layer_40,mvp__jepa_v2__linear__layer_40__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,52.310287,73.102867,48.938322,70.424671,48.533873,69.91911,,100,,true,,,results/verified_layerwise_probe_configs.csv,362,mvp_primary_db.xlsx,V-JEPA 2,N3:X3,seed 42 read from source CSV metrics
mvp__jepa_v2__linear__layer_10,mvp__jepa_v2__linear__layer_10__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,10,Layer 0.25,42,source_csv,complete,pair_consistency,pair_consistency,34.266442,63.187184,30.637007,60.465116,30.232558,60.364004,,100,,true,,,results/verified_layerwise_probe_configs.csv,363,mvp_primary_db.xlsx,V-JEPA 2,N4:X4,seed 42 read from source CSV metrics
mvp__jepa_v2__linear__layer_20,mvp__jepa_v2__linear__layer_20__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,20,Layer 0.5,42,source_csv,complete,pair_consistency,pair_consistency,39.595278,66.863406,33.973711,62.89181,31.648129,61.779575,,100,,true,,,results/verified_layerwise_probe_configs.csv,364,mvp_primary_db.xlsx,V-JEPA 2,N5:X5,seed 42 read from source CSV metrics
mvp__jepa_v2__linear__layer_30,mvp__jepa_v2__linear__layer_30__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,30,Layer 0.75,42,source_csv,complete,pair_consistency,pair_consistency,46.003373,68.971332,39.737108,64.71183,40.950455,65.824065,,100,,true,,,results/verified_layerwise_probe_configs.csv,365,mvp_primary_db.xlsx,V-JEPA 2,N6:X6,seed 42 read from source CSV metrics
mvp__jepa_v2__mlp__layer_40,mvp__jepa_v2__mlp__layer_40__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,99.932546,99.966273,87.76542,93.124368,86.754297,92.770475,,2000,,true,,,results/verified_layerwise_probe_configs.csv,366,mvp_primary_db.xlsx,V-JEPA 2,N7:X7,seed 42 read from source CSV metrics
mvp__jepa_v2__mlp__layer_10,mvp__jepa_v2__mlp__layer_10__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,10,Layer 0.25,42,source_csv,complete,pair_consistency,pair_consistency,91.736931,95.801012,54.196158,73.761375,52.072801,72.497472,,2000,,true,,,results/verified_layerwise_probe_configs.csv,367,mvp_primary_db.xlsx,V-JEPA 2,N8:X8,seed 42 read from source CSV metrics
mvp__jepa_v2__mlp__layer_20,mvp__jepa_v2__mlp__layer_20__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,20,Layer 0.5,42,source_csv,complete,pair_consistency,pair_consistency,95.548061,97.757167,63.902932,79.524772,58.341759,76.086957,,2000,,true,,,results/verified_layerwise_probe_configs.csv,368,mvp_primary_db.xlsx,V-JEPA 2,N9:X9,seed 42 read from source CSV metrics
mvp__jepa_v2__mlp__layer_30,mvp__jepa_v2__mlp__layer_30__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,30,Layer 0.75,42,source_csv,complete,pair_consistency,pair_consistency,99.494098,99.747049,76.0364,86.602629,74.317492,85.237614,,2000,,true,,,results/verified_layerwise_probe_configs.csv,369,mvp_primary_db.xlsx,V-JEPA 2,N10:X10,seed 42 read from source CSV metrics
mvp__jepa_v2_1__linear__layer_48,mvp__jepa_v2_1__linear__layer_48__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,48.600337,70.978078,44.084934,66.683519,41.557128,66.632963,,100,,true,,,results/verified_layerwise_probe_configs.csv,410,mvp_primary_db.xlsx,V-JEPA 2.1,AN3:AX3,seed 42 read from source CSV metrics
mvp__jepa_v2_1__linear__layer_12,mvp__jepa_v2_1__linear__layer_12__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,12,Layer 0.25,42,source_csv,complete,pair_consistency,pair_consistency,39.392917,65.986509,35.692619,63.043478,32.55814,61.274014,,100,,true,,,results/verified_layerwise_probe_configs.csv,411,mvp_primary_db.xlsx,V-JEPA 2.1,AN4:AX4,seed 42 read from source CSV metrics
mvp__jepa_v2_1__linear__layer_24,mvp__jepa_v2_1__linear__layer_24__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,24,Layer 0.5,42,source_csv,complete,pair_consistency,pair_consistency,46.711636,70.421585,41.354904,66.430738,39.83822,65.36906,,100,,true,,,results/verified_layerwise_probe_configs.csv,412,mvp_primary_db.xlsx,V-JEPA 2.1,AN5:AX5,seed 42 read from source CSV metrics
mvp__jepa_v2_1__linear__layer_38,mvp__jepa_v2_1__linear__layer_38__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,42,source_csv,complete,pair_consistency,pair_consistency,49.780776,71.973019,43.983822,67.037412,42.264914,66.632963,,100,,true,,,results/verified_layerwise_probe_configs.csv,413,mvp_primary_db.xlsx,V-JEPA 2.1,AN6:AX6,seed 42 read from source CSV metrics
mvp__jepa_v2_1__mlp__layer_48,mvp__jepa_v2_1__mlp__layer_48__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,48,Final layer,42,source_csv,complete,pair_consistency,pair_consistency,98.313659,99.15683,71.48635,83.619818,68.452983,81.547017,,2000,,true,,,results/verified_layerwise_probe_configs.csv,414,mvp_primary_db.xlsx,V-JEPA 2.1,AN7:AX7,seed 42 read from source CSV metrics
