run_set,config_id,run_id,experiment,dataset,model,backbone,probe,layer,seed,actual_epochs,target_epochs,remaining_epochs,early_stopped,best_epoch,elapsed_seconds,seconds_per_epoch,estimated_gpu_hours,estimated_sbu,probe_last
main_intphys2_attentive,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24__seed_101,main,IntPhys2,V-JEPA,ViT-H/16,Attentive,24,101,42,90,48,True,22,3056.096577,72.764204,0.970189,124.184,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_101/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24__seed_102,main,IntPhys2,V-JEPA,ViT-H/16,Attentive,24,102,50,90,40,True,30,3688.844952,73.776899,0.819743,104.927,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_102/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32__seed_101,main,IntPhys2,V-JEPA,ViT-H/16,Attentive,32,101,35,90,55,True,15,2599.307960,74.265942,1.134619,145.231,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_101/layer_32/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32__seed_102,main,IntPhys2,V-JEPA,ViT-H/16,Attentive,32,102,39,90,51,True,19,2948.330933,75.598229,1.070975,137.085,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_102/layer_32/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10__seed_101,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,10,101,40,90,50,True,20,3283.495908,82.087398,1.140103,145.933,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_101/layer_10/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10__seed_102,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,10,102,24,90,66,True,4,1939.563885,80.815162,1.481611,189.646,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_102/layer_10/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20__seed_101,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,20,101,58,90,32,True,38,4635.636867,79.924774,0.710442,90.937,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_101/layer_20/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20__seed_102,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,20,102,34,90,56,True,14,2744.364447,80.716601,1.255592,160.716,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_102/layer_20/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30__seed_101,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,30,101,42,90,48,True,22,3342.196405,79.576105,1.061015,135.810,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_101/layer_30/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30__seed_102,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,30,102,53,90,37,True,33,4350.862787,82.091751,0.843721,107.996,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_102/layer_30/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40__seed_101,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,40,101,57,90,33,True,37,4567.258097,80.127335,0.734501,94.016,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_101/layer_40/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40__seed_102,main,IntPhys2,V-JEPA 2,ViT-G/16,Attentive,40,102,90,90,0,False,79,7237.968546,80.421873,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_102/layer_40/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12__seed_101,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,12,101,33,90,57,True,13,3162.297660,95.827202,1.517264,194.210,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12/seed_101/layer_12/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12__seed_102,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,12,102,75,90,15,True,55,7236.131560,96.481754,0.402007,51.457,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12/seed_102/layer_12/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24__seed_101,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,24,101,90,90,0,False,87,8599.079770,95.545331,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24/seed_101/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24__seed_102,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,24,102,90,90,0,False,85,8574.162317,95.268470,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24/seed_102/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38__seed_101,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,38,101,38,90,52,True,18,3635.404522,95.668540,1.381879,176.881,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38/seed_101/layer_38/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38__seed_102,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,38,102,71,90,19,True,51,6755.421983,95.146788,0.502164,64.277,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38/seed_102/layer_38/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48__seed_101,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,48,101,40,90,50,True,20,3840.356290,96.008907,1.333457,170.683,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48/seed_101/layer_48/train/probe_last.pt
main_intphys2_attentive,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48__seed_102,main,IntPhys2,V-JEPA 2.1,ViT-Gigantic/16,Attentive,48,102,32,90,58,True,12,3050.234412,95.319825,1.535708,196.571,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48/seed_102/layer_48/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8__seed_101,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,8,101,43,90,47,True,23,1186.386120,27.590375,0.360208,46.107,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_8/seed_101/layer_8/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8__seed_102,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,8,102,36,90,54,True,16,1000.927690,27.803547,0.417053,53.383,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_8/seed_102/layer_8/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16__seed_101,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,16,101,78,90,12,True,58,1969.015156,25.243784,0.084146,10.771,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_16/seed_101/layer_16/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16__seed_102,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,16,102,72,90,18,True,52,1779.126889,24.710096,0.123550,15.814,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_16/seed_102/layer_16/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24__seed_101,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,24,101,81,90,9,True,61,1998.447800,24.672195,0.061680,7.895,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_24/seed_101/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24__seed_102,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,24,102,90,90,0,False,89,2220.252316,24.669470,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_24/seed_102/layer_24/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32__seed_101,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,32,101,86,90,4,True,66,2238.977445,26.034621,0.028927,3.703,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_32/seed_101/layer_32/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32__seed_102,main,IntPhys2,VideoMAE,ViT-H/16,Attentive,32,102,39,90,51,True,19,1024.509713,26.269480,0.372151,47.635,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae__vit_h_16__temporal_attn__layer_32/seed_102/layer_32/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10__seed_101,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,10,101,56,90,34,True,36,2000.734048,35.727394,0.337425,43.190,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10/seed_101/layer_10/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10__seed_102,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,10,102,43,90,47,True,23,1518.137993,35.305535,0.460933,58.999,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10/seed_102/layer_10/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20__seed_101,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,20,101,44,90,46,True,24,1700.475014,38.647159,0.493825,63.210,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20/seed_101/layer_20/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20__seed_102,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,20,102,43,90,47,True,23,1640.266025,38.145722,0.498014,63.746,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20/seed_102/layer_20/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30__seed_101,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,30,101,21,90,69,True,1,732.973316,34.903491,0.668984,85.630,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30/seed_101/layer_30/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30__seed_102,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,30,102,45,90,45,True,25,1570.262907,34.894731,0.436184,55.832,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30/seed_102/layer_30/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40__seed_101,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,40,101,36,90,54,True,16,1273.987336,35.388537,0.530828,67.946,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40/seed_101/layer_40/train/probe_last.pt
main_intphys2_attentive,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40__seed_102,main,IntPhys2,VideoMAE-v2,ViT-G/16,Attentive,40,102,43,90,47,True,23,1678.560884,39.036300,0.509641,65.234,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40/seed_102/layer_40/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6__seed_101,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,6,101,35,90,55,True,15,675.397579,19.297074,0.294816,37.736,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6/seed_101/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6__seed_102,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,6,102,37,90,53,True,17,713.445468,19.282310,0.283878,36.336,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_6/seed_102/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12__seed_101,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,12,101,90,90,0,False,84,1649.508003,18.327867,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12/seed_101/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12__seed_102,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,12,102,90,90,0,False,89,1651.485020,18.349834,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_12/seed_102/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18__seed_101,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,18,101,90,90,0,False,77,1627.434969,18.082611,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18/seed_101/layer_18/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18__seed_102,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,18,102,81,90,9,True,61,1463.246342,18.064770,0.045162,5.781,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_18/seed_102/layer_18/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24__seed_101,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,24,101,75,90,15,True,55,1452.968438,19.372913,0.080720,10.332,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24/seed_101/layer_24/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24,intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24__seed_102,same_L,IntPhys2,V-JEPA,ViT-L/16,Attentive,24,102,83,90,7,True,63,1624.685352,19.574522,0.038062,4.872,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa__vit_l_16__temporal_attn__layer_24/seed_102/layer_24/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6__seed_101,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,6,101,32,90,58,True,12,841.152135,26.286004,0.423497,54.208,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6/seed_101/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6__seed_102,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,6,102,33,90,57,True,13,847.764429,25.689831,0.406756,52.065,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_6/seed_102/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12__seed_101,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,12,101,52,90,38,True,32,1280.730755,24.629438,0.259977,33.277,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12/seed_101/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12__seed_102,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,12,102,68,90,22,True,48,1676.672481,24.656948,0.150681,19.287,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12/seed_102/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18__seed_101,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,18,101,73,90,17,True,53,1817.630764,24.899052,0.117579,15.050,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18/seed_101/layer_18/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18__seed_102,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,18,102,70,90,20,True,50,1733.042135,24.757745,0.137543,17.606,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18/seed_102/layer_18/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24__seed_101,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,24,101,60,90,30,True,40,1549.064212,25.817737,0.215148,27.539,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24/seed_101/layer_24/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24,intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24__seed_102,same_L,IntPhys2,V-JEPA 2,ViT-L/16,Attentive,24,102,50,90,40,True,30,1318.686149,26.373723,0.293041,37.509,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24/seed_102/layer_24/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6__seed_101,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,6,101,46,90,44,True,26,2439.678781,53.036495,0.648224,82.973,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6/seed_101/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6__seed_102,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,6,102,45,90,45,True,25,2498.006574,55.511257,0.693891,88.818,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6/seed_102/layer_6/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12__seed_101,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,12,101,84,90,6,True,64,4802.092610,57.167769,0.095280,12.196,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12/seed_101/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12__seed_102,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,12,102,30,90,60,True,10,1618.896753,53.963225,0.899387,115.122,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12/seed_102/layer_12/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18__seed_101,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,18,101,62,90,28,True,42,3498.805355,56.432344,0.438918,56.182,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18/seed_101/layer_18/train/probe_last.pt
same_l_attentive,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18,intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18__seed_102,same_L,IntPhys2,V-JEPA 2.1,ViT-L/16,Attentive,18,102,90,90,0,False,87,5280.085948,58.667622,0.000000,0.000,artifacts/probes/intphys2/seed_runs_layerwise_same_l_attentive_v1/intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18/seed_102/layer_18/train/probe_last.pt
