cid,dataset,experiment,model,backbone,layer,seed42,old101,old102,new101,new102,old_std,new_std,delta_std,old_diff_from42,new_diff_from42,new101_nan,new102_nan,new101_best,new102_best,new101_first_nan,new102_first_nan,new101_best_before_nan,new102_best_before_nan,lr101,lr102
intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_12,IntPhys2,same_L,V-JEPA 2,ViT-L/16,12,49.01960784313725,50.98039215686274,60.78431372549019,50.98039215686274,62.745098039215684,6.3030397130672915,7.423409602353299,1.1203698892860077,6.862745098039213,7.843137254901961,0,0,5.0,2.0,,,,,5e-5,5e-5
intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_18,IntPhys2,same_L,V-JEPA 2,ViT-L/16,18,70.58823529411765,60.78431372549019,58.82352941176471,64.70588235294117,58.82352941176471,6.303039713067293,5.882352941176471,-0.42068677189082226,-10.7843137254902,-8.82352941176471,0,0,8.0,4.0,,,,,1e-5,1e-5
intphys2__same_l__v_jepa_2__vit_l_16__temporal_attn__layer_24,IntPhys2,same_L,V-JEPA 2,ViT-L/16,24,64.70588235294117,58.82352941176471,62.745098039215684,58.82352941176471,58.82352941176471,2.9951475130430287,3.396178054056618,0.4010305410135895,-3.9215686274509807,-5.882352941176464,0,0,18.0,33.0,,,,,1e-5,1e-5
intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_6,IntPhys2,same_L,V-JEPA 2.1,ViT-L/16,6,3.92156862745098,7.8431372549019605,13.725490196078432,17.647058823529413,5.88235294117647,4.934532310634478,7.4234096023533,2.488877291718822,6.862745098039217,7.843137254901962,0,0,36.0,10.0,,,,,1e-4,1e-4
intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_12,IntPhys2,same_L,V-JEPA 2.1,ViT-L/16,12,13.72549019607843,27.450980392156865,25.49019607843137,13.725490196078432,17.647058823529413,7.423409602353299,2.2641187027044154,-5.159290899648884,12.745098039215685,1.9607843137254921,0,0,6.0,29.0,,,,,1e-4,1e-4
intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_18,IntPhys2,same_L,V-JEPA 2.1,ViT-L/16,18,52.94117647058824,58.82352941176471,60.78431372549019,56.86274509803921,60.78431372549019,4.081698038168885,3.921568627450977,-0.1601294107179081,6.862745098039213,5.882352941176464,0,0,2.0,87.0,,,,,5e-5,5e-5
intphys2__same_l__v_jepa_2_1__vit_l_16__temporal_attn__layer_24,IntPhys2,same_L,V-JEPA 2.1,ViT-L/16,24,58.82352941176471,68.62745098039215,66.66666666666666,76.47058823529412,66.66666666666666,5.187747668754095,8.841666182005673,3.653918513251578,8.823529411764696,12.745098039215677,0,0,4.0,88.0,,,,,5e-5,5e-5
intphys2__same_l__videomae__vit_l_16__temporal_attn__layer_6,IntPhys2,same_L,VideoMAE,ViT-L/16,6,17.64705882352941,21.568627450980394,15.686274509803921,5.88235294117647,7.8431372549019605,2.995147513043034,6.30303971306729,3.3078922000242557,0.9803921568627487,-10.784313725490193,4,0,32.0,42.0,41,,True,,5e-4,5e-4
intphys2__same_l__videomae__vit_l_16__temporal_attn__layer_12,IntPhys2,same_L,VideoMAE,ViT-L/16,12,7.84313725490196,1.9607843137254901,19.607843137254903,0.0,0.0,8.9854425391291,4.528237405408829,-4.4572051337202705,2.9411764705882373,-7.84313725490196,0,0,14.0,41.0,,,,,5e-4,5e-4
intphys2__same_l__videomae__vit_l_16__temporal_attn__layer_18,IntPhys2,same_L,VideoMAE,ViT-L/16,18,62.74509803921568,64.70588235294117,58.82352941176471,64.70588235294117,52.94117647058824,2.9951475130430283,6.303039713067286,3.307892200024258,-0.9803921568627345,-3.9215686274509665,0,0,22.0,8.0,,,,,5e-5,5e-5
intphys2__same_l__videomae__vit_l_16__temporal_attn__layer_24,IntPhys2,same_L,VideoMAE,ViT-L/16,24,68.62745098039215,45.09803921568628,60.78431372549019,74.50980392156863,66.66666666666666,11.980590052172127,4.081698038168895,-7.898892014003232,-15.686274509803923,1.9607843137254974,0,0,40.0,10.0,,,,,5e-5,5e-5
intphys2__same_l__videomae_v2__vit_l_16__temporal_attn__layer_6,IntPhys2,same_L,VideoMAE-v2,ViT-L/16,6,7.84313725490196,1.9607843137254901,3.9215686274509802,0.0,9.803921568627452,2.995147513043032,5.187747668754099,2.1926001557110673,-4.901960784313724,-2.9411764705882337,0,58,5.0,1.0,,6,,True,5e-4,5e-4
