run_set,source_summary_csv,config_id,run_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,seed,source,status,objective_metric_name,primary_metric_name,train_primary,train_accuracy,val_primary,val_accuracy,test_primary,test_accuracy,n_epochs,expected_epochs,early_stopped,expected_early_stopping,artifact_train_eval_summary,artifact_probe_eval_dir,source_csv_path,source_csv_line_number,source_excel_workbook,source_excel_sheet,source_excel_range,notes
main_linear_mlp,results/seed_runs/layerwise_seed_results_long.csv,mvp__videomae_v2__mlp__layer_30,mvp__videomae_v2__mlp__layer_30__seed_101,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,30,Layer 0.75,101,artifact,complete,pair_consistency,pair_consistency,92.242833,96.020236,63.599596,79.474216,61.07179,78.058645,2000,2000,false,false,artifacts/probes/mvp/seed_runs_layerwise_v1/mvp__videomae_v2__mlp__layer_30/seed_101/train_eval_summary.json,artifacts/probes/mvp/seed_runs_layerwise_v1/mvp__videomae_v2__mlp__layer_30/seed_101/layer_30/eval,results/verified_layerwise_probe_configs.csv,477,,,,artifact metrics read from train_eval_summary.json
main_linear_mlp,results/seed_runs/layerwise_seed_results_long.csv,mvp__videomae_v2__mlp__layer_30,mvp__videomae_v2__mlp__layer_30__seed_102,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,30,Layer 0.75,102,artifact,complete,pair_consistency,pair_consistency,90.455312,95.177066,64.206269,79.625885,61.07179,78.715875,2000,2000,false,false,artifacts/probes/mvp/seed_runs_layerwise_v1/mvp__videomae_v2__mlp__layer_30/seed_102/train_eval_summary.json,artifacts/probes/mvp/seed_runs_layerwise_v1/mvp__videomae_v2__mlp__layer_30/seed_102/layer_30/eval,results/verified_layerwise_probe_configs.csv,477,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8__seed_42,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,8,8,42,source_csv,complete,voe_accuracy,voe_accuracy,15.89404,50.993377,19.607843,53.921569,9.803922,46.078431,,90,,true,,,results/verified_layerwise_probe_configs.csv,22,intphys_primary_db.xlsx,V-JEPA,N11:X11,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16__seed_42,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,16,16,42,source_csv,complete,voe_accuracy,voe_accuracy,100,97.350993,66.666667,78.921569,66.666667,78.921569,,90,,true,,,results/verified_layerwise_probe_configs.csv,23,intphys_primary_db.xlsx,V-JEPA,N12:X12,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24__seed_42,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,24,24,42,source_csv,complete,voe_accuracy,voe_accuracy,69.536424,81.953642,54.901961,75.980392,64.705882,75.490196,,90,,true,,,results/verified_layerwise_probe_configs.csv,24,intphys_primary_db.xlsx,V-JEPA,N13:X13,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32__seed_42,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,32,32,42,source_csv,complete,voe_accuracy,voe_accuracy,78.807947,83.609272,56.862745,72.54902,52.941176,72.058824,,90,,true,,,results/verified_layerwise_probe_configs.csv,25,intphys_primary_db.xlsx,V-JEPA,N14:X14,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,10,10,42,source_csv,complete,voe_accuracy,voe_accuracy,19.205298,49.834437,11.764706,50.980392,1.960784,50.490196,,90,,true,,,results/verified_layerwise_probe_configs.csv,46,intphys_primary_db.xlsx,V-JEPA 2,N11:X11,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,20,20,42,source_csv,complete,voe_accuracy,voe_accuracy,19.205298,50,21.568627,52.45098,9.803922,49.509804,,90,,true,,,results/verified_layerwise_probe_configs.csv,47,intphys_primary_db.xlsx,V-JEPA 2,N12:X12,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,30,30,42,source_csv,complete,voe_accuracy,voe_accuracy,97.350993,96.523179,58.823529,79.411765,56.862745,74.019608,,90,,true,,,results/verified_layerwise_probe_configs.csv,48,intphys_primary_db.xlsx,V-JEPA 2,N13:X13,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40__seed_42,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,40,40,42,source_csv,complete,voe_accuracy,voe_accuracy,99.337748,99.172185,64.705882,76.960784,78.431373,82.843137,,90,,true,,,results/verified_layerwise_probe_configs.csv,49,intphys_primary_db.xlsx,V-JEPA 2,N14:X14,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,12,12,42,source_csv,complete,voe_accuracy,voe_accuracy,33.112583,58.443709,23.529412,54.901961,23.529412,55.882353,,90,,true,,,results/verified_layerwise_probe_configs.csv,94,intphys_primary_db.xlsx,V-JEPA 2.1,AN11:AX11,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_24__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,24,24,42,source_csv,complete,voe_accuracy,voe_accuracy,100,98.013245,54.901961,70.098039,50.980392,60.784314,,90,,true,,,results/verified_layerwise_probe_configs.csv,95,intphys_primary_db.xlsx,V-JEPA 2.1,AN12:AX12,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_38__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,38,38,42,source_csv,complete,voe_accuracy,voe_accuracy,80.794702,84.768212,58.823529,74.509804,54.901961,72.058824,,90,,true,,,results/verified_layerwise_probe_configs.csv,96,intphys_primary_db.xlsx,V-JEPA 2.1,AN13:AX13,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_48__seed_42,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,48,48,42,source_csv,complete,voe_accuracy,voe_accuracy,99.337748,94.86755,60.784314,75.490196,60.784314,72.54902,,90,,true,,,results/verified_layerwise_probe_configs.csv,97,intphys_primary_db.xlsx,V-JEPA 2.1,AN14:AX14,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8,intphys2__main__videomae__vit_h_16__temporal_attn__layer_8__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,8,8,42,source_csv,complete,voe_accuracy,voe_accuracy,13.245033,50.827815,17.647059,50.980392,13.72549,50.980392,,90,,true,,,results/verified_layerwise_probe_configs.csv,118,intphys_primary_db.xlsx,VideoMAE,N11:X11,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16,intphys2__main__videomae__vit_h_16__temporal_attn__layer_16__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,16,16,42,source_csv,complete,voe_accuracy,voe_accuracy,68.211921,79.635762,56.862745,74.019608,54.901961,67.647059,,90,,true,,,results/verified_layerwise_probe_configs.csv,119,intphys_primary_db.xlsx,VideoMAE,N12:X12,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24,intphys2__main__videomae__vit_h_16__temporal_attn__layer_24__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,24,24,42,source_csv,complete,voe_accuracy,voe_accuracy,98.675497,98.013245,74.509804,80.392157,76.470588,80.882353,,90,,true,,,results/verified_layerwise_probe_configs.csv,120,intphys_primary_db.xlsx,VideoMAE,N13:X13,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32,intphys2__main__videomae__vit_h_16__temporal_attn__layer_32__seed_42,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Attentive,temporal_attn,32,32,42,source_csv,complete,voe_accuracy,voe_accuracy,100,98.013245,49.019608,66.666667,41.176471,59.803922,,90,,true,,,results/verified_layerwise_probe_configs.csv,121,intphys_primary_db.xlsx,VideoMAE,N14:X14,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_10__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,10,10,42,source_csv,complete,voe_accuracy,voe_accuracy,37.748344,50.662252,15.686275,50.490196,19.607843,50.980392,,90,,true,,,results/verified_layerwise_probe_configs.csv,154,intphys_primary_db.xlsx,VideoMAE-v2,AA11:AK11,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_20__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,20,20,42,source_csv,complete,voe_accuracy,voe_accuracy,93.377483,92.05298,58.823529,74.019608,62.745098,72.54902,,90,,true,,,results/verified_layerwise_probe_configs.csv,155,intphys_primary_db.xlsx,VideoMAE-v2,AA12:AK12,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_30__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,30,30,42,source_csv,complete,voe_accuracy,voe_accuracy,45.695364,51.655629,27.45098,51.960784,35.294118,51.470588,,90,,true,,,results/verified_layerwise_probe_configs.csv,156,intphys_primary_db.xlsx,VideoMAE-v2,AA13:AK13,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40,intphys2__main__videomae_v2__vit_g_16__temporal_attn__layer_40__seed_42,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Attentive,temporal_attn,40,40,42,source_csv,complete,voe_accuracy,voe_accuracy,60.264901,54.801325,19.607843,52.941176,41.176471,52.45098,,90,,true,,,results/verified_layerwise_probe_configs.csv,157,intphys_primary_db.xlsx,VideoMAE-v2,AA14:AK14,seed 42 read from source CSV metrics
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,8,8,101,artifact,complete,voe_accuracy,voe_accuracy,19.86755,50.496689,11.764706,56.862745,13.72549,50,49,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8/seed_101/layer_8/eval,results/verified_layerwise_probe_configs.csv,22,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,8,8,102,artifact,complete,voe_accuracy,voe_accuracy,14.569536,50.496689,11.764706,54.411765,15.686275,49.019608,30,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_8/seed_102/layer_8/eval,results/verified_layerwise_probe_configs.csv,22,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,16,16,101,artifact,complete,voe_accuracy,voe_accuracy,90.728477,93.211921,56.862745,77.941176,56.862745,79.411765,64,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16/seed_101/layer_16/eval,results/verified_layerwise_probe_configs.csv,23,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,16,16,102,artifact,complete,voe_accuracy,voe_accuracy,94.039735,92.549669,64.705882,78.921569,56.862745,75,76,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_16/seed_102/layer_16/eval,results/verified_layerwise_probe_configs.csv,23,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,24,24,101,artifact,complete,voe_accuracy,voe_accuracy,99.337748,95.364238,62.745098,76.470588,62.745098,73.529412,42,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_101/layer_24/eval,results/verified_layerwise_probe_configs.csv,24,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,24,24,102,artifact,complete,voe_accuracy,voe_accuracy,98.675497,99.006623,62.745098,78.921569,60.784314,78.921569,50,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_24/seed_102/layer_24/eval,results/verified_layerwise_probe_configs.csv,24,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,32,32,101,artifact,complete,voe_accuracy,voe_accuracy,66.887417,77.317881,54.901961,72.058824,52.941176,70.098039,35,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_101/layer_32/eval,results/verified_layerwise_probe_configs.csv,25,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32,intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Attentive,temporal_attn,32,32,102,artifact,complete,voe_accuracy,voe_accuracy,65.562914,80.13245,60.784314,74.019608,52.941176,73.039216,39,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa__vit_h_16__temporal_attn__layer_32/seed_102/layer_32/eval,results/verified_layerwise_probe_configs.csv,25,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,10,10,101,artifact,complete,voe_accuracy,voe_accuracy,5.298013,49.834437,9.803922,50.490196,13.72549,50,40,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_101/layer_10/eval,results/verified_layerwise_probe_configs.csv,46,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,10,10,102,artifact,complete,voe_accuracy,voe_accuracy,15.231788,50.331126,13.72549,50.490196,7.843137,50.490196,24,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_10/seed_102/layer_10/eval,results/verified_layerwise_probe_configs.csv,46,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,20,20,101,artifact,complete,voe_accuracy,voe_accuracy,17.880795,49.834437,13.72549,50.980392,15.686275,49.509804,58,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_101/layer_20/eval,results/verified_layerwise_probe_configs.csv,47,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,20,20,102,artifact,complete,voe_accuracy,voe_accuracy,14.569536,50,3.921569,50.980392,11.764706,50,34,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_20/seed_102/layer_20/eval,results/verified_layerwise_probe_configs.csv,47,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,30,30,101,artifact,complete,voe_accuracy,voe_accuracy,76.15894,81.953642,66.666667,75,50.980392,72.058824,42,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_101/layer_30/eval,results/verified_layerwise_probe_configs.csv,48,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,30,30,102,artifact,complete,voe_accuracy,voe_accuracy,99.337748,92.880795,58.823529,76.470588,50.980392,73.039216,53,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_30/seed_102/layer_30/eval,results/verified_layerwise_probe_configs.csv,48,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,40,40,101,artifact,complete,voe_accuracy,voe_accuracy,81.456954,87.913907,58.823529,74.019608,60.784314,79.411765,57,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_101/layer_40/eval,results/verified_layerwise_probe_configs.csv,49,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40,intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Attentive,temporal_attn,40,40,102,artifact,complete,voe_accuracy,voe_accuracy,100,100,54.901961,79.411765,54.901961,72.54902,90,90,false,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_102/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2__vit_g_16__temporal_attn__layer_40/seed_102/layer_40/eval,results/verified_layerwise_probe_configs.csv,49,,,,artifact metrics read from train_eval_summary.json
main_intphys2_attentive,results/seed_runs/layerwise_attentive_intphys2_seed_results_long.csv,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12,intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12__seed_101,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Attentive,temporal_attn,12,12,101,artifact,complete,voe_accuracy,voe_accuracy,19.205298,52.81457,17.647059,53.921569,15.686275,54.411765,33,90,true,true,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_layerwise_attentive_v1/intphys2__main__v_jepa_2_1__vit_gigantic_16__temporal_attn__layer_12/seed_101/layer_12/eval,results/verified_layerwise_probe_configs.csv,94,,,,artifact metrics read from train_eval_summary.json
